SessionID,Filename,Series,TargComp,Modifier,TrainOnset,Transcription,Comments,ShiftDir,PragCon,PercCon,For each file -
1,T_41_05.wav,41,pipe_smoke / pipe_kitchen,1,1642,a pipe with a wooden section, ,C->S,TRUE,FALSE,
1,T_42_04.wav,42,bat_animal / bat_baseball,1,1850,a animal bat, ,C->S,TRUE,FALSE,
1,T_43_01.wav,43,horse_animal / horse_rocking,1,1072,a real horse, ,C->S,FALSE,FALSE,
1,T_44_01.wav,44,tshirt_round / tshirt_vneck,1,1421,mans yellow tshirt, ,C->S,FALSE,FALSE,
1,T_45_01.wav,45,pizza / pizza_slice,1,927,a full pizza, ,C->S,FALSE,FALSE,
1,T_46_01.wav,46,eye_pupil / I_letter,1,914,a human eye, ,C->S,FALSE,FALSE,
1,T_47_01.wav,47,potatoes_skin / potatoes_peeled,1,1121,potatoe with skin on, ,C->S,FALSE,FALSE,
1,T_48_01.wav,48,compmouse / compmouse_wireless,1,1270,a black mouse, ,C->S,FALSE,FALSE,
2,T_01_06.wav,1,bow / Bow_Arrow,1,1557,a present decoration, ,S->C,FALSE,FALSE,
2,T_02_05.wav,2,bin_lid / bin_pedal,0,1613,a bin, ,S->C,FALSE,FALSE,
2,T_03_05.wav,3,croc / croc_lilo,0,1958,a crocodile, ,S->C,FALSE,FALSE,
2,T_04_04.wav,4,coffee_cup / coffee_saucer,0,1480,a coffee, ,S->C,FALSE,FALSE,
2,T_05_04.wav,5,mirror_wall / mirror_hand,0,1643,a mirror, ,S->C,FALSE,FALSE,
2,T_06_06.wav,6,chair_wooden / chair_baby,0,1630,a chair, ,S->C,FALSE,FALSE,
2,T_07_01.wav,7,lighter_flame / lighter_noflame,1,1697,a lit lighter, ,C->S,TRUE,TRUE,
2,T_08_01.wav,8,egg_shell / egg_yolk,1,1824,an egg with its shell, ,C->S,TRUE,TRUE,
2,T_09_01.wav,9,umbrella_open / umbrella_closed,1,1511,an open red umbrella, ,C->S,TRUE,TRUE,
2,T_10_01.wav,10,candle_unused / candle_melted,1,1327,a new candle, ,C->S,TRUE,TRUE,
2,T_11_06.wav,11,knife_kitchen / knife_swiss,1,1221,a kitchen knife, ,C->S,TRUE,TRUE,
2,T_12_05.wav,12,car_family / car_sports,1,1440,a small car, ,C->S,TRUE,TRUE,
2,T_13_01.wav,13,carrots / carrots_chopped,1,1508,four carrots, ,C->S,FALSE,TRUE,
2,T_14_01.wav,14,gun_real / gun_toy,1,1345,a gun without a red end, ,C->S,FALSE,TRUE,
2,T_15_04.wav,15,saddle_horse / saddle_bike,1,2023,a black riding saddle, ,C->S,FALSE,TRUE,
2,T_16_01.wav,16,pad_unlocked / pad_locked,1,1723,an unlocked padlock, ,C->S,FALSE,TRUE,
2,T_17_01.wav,17,headphones_large / headphones_small,1,1763,headphones that go over your head, ,C->S,FALSE,TRUE,
2,T_18_06.wav,18,battery_AA / battery_car,1,1320,a small abttery, ,C->S,FALSE,TRUE,
2,T_19_01.wav,19,wine_glass / wine_red,1,1359,an empty wine glass, ,C->S,TRUE,FALSE,
2,T_20_01.wav,20,money_notes / money_coins,1,1804,some bank notes, ,C->S,TRUE,FALSE,
2,T_21_01.wav,21,boot_foot / boot_car,1,1659,a doc martin boot, ,C->S,TRUE,FALSE,
2,T_22_04.wav,22,camera_corder / camera_cctv,1,1903,a video camera, ,C->S,TRUE,FALSE,
2,T_23_06.wav,23,guitar_acoustic / guitar_electric,1,1545,a wooden guitar, ,C->S,TRUE,FALSE,
2,T_24_01.wav,24,glove_wooly / glove_boxing,1,1641,a red woollen glove, ,C->S,TRUE,FALSE,
2,T_25_05.wav,25,teapot_white / teapot_cosy,1,2017,a white teapot, ,C->S,FALSE,FALSE,
2,T_26_05.wav,26,plug / plug_bath,1,1333,an electric plug, ,C->S,FALSE,FALSE,
2,T_27_06.wav,27,saw_hand / saw_electric,1,1605,a hand saw, ,C->S,FALSE,FALSE,
2,T_28_04.wav,28,fan_hand / fan_electric,1,1528,a hand fan, ,C->S,FALSE,FALSE,
2,T_29_06.wav,29,orange_skin / orange_slice,1,1724,a whole orange with its (cuts off), ,C->S,FALSE,FALSE,
2,T_30_04.wav,30,spade_garden / spade_beach,1,1385,a metal spade, ,C->S,FALSE,FALSE,
2,T_31_06.wav,31,key_gold / key_car,0,1718,a key, ,S->C,TRUE,TRUE,
2,T_32_01.wav,32,helmet / helmet_crash,0,2128,the cycling helmet, ,S->C,TRUE,TRUE,
2,T_33_04.wav,33,bell_hand / bell_bike,0,1402,a bell, ,S->C,TRUE,TRUE,
2,T_34_01.wav,34,cheese_block / cheese_blue,0,1590,a piece of cheese, ,S->C,TRUE,TRUE,
2,T_35_01.wav,35,nail / nail_finger,0,1184,a nail, ,S->C,TRUE,TRUE,
2,T_36_01.wav,36,vase / vase_flowers,0,2111,a glass vase, ,S->C,TRUE,TRUE,
2,T_37_01.wav,37,clock_wall / clock_digital,0,1354,a clock, ,S->C,FALSE,TRUE,
2,T_38_01.wav,38,hat_sun / hat_cowboy,0,1490,a hat, ,S->C,FALSE,TRUE,
2,T_39_01.wav,39,pen_ballpoint / pen_nolid,0,2042,a biro, ,S->C,FALSE,TRUE,
2,T_40_04.wav,40,apple_red / apple_green,1,1823,a red apple, ,S->C,FALSE,TRUE,
2,T_41_01.wav,41,pipe_smoke / pipe_kitchen,0,1549,a pipe, ,S->C,FALSE,TRUE,
2,T_42_06.wav,42,bat_animal / bat_baseball,1,1601,a flying bat, ,S->C,FALSE,TRUE,
2,T_43_04.wav,43,horse_animal / horse_rocking,0,1352,a horse, ,S->C,TRUE,FALSE,
2,T_44_01.wav,44,tshirt_round / tshirt_vneck,0,1375,a tshirt, ,S->C,TRUE,FALSE,
2,T_45_01.wav,45,pizza / pizza_slice,0,1312,a pizza, ,S->C,TRUE,FALSE,
2,T_46_01.wav,46,eye_pupil / I_letter,0,1295,an eye, ,S->C,TRUE,FALSE,
2,T_47_01.wav,47,potatoes_skin / potatoes_peeled,0,1440,potatoes, ,S->C,TRUE,FALSE,
2,T_48_05.wav,48,compmouse / compmouse_wireless,0,2422,a mouse, ,S->C,TRUE,FALSE,
3,T_01_01.wav,1,bow / Bow_Arrow,1,1935,a blue star that you put on a present, ,C->S,TRUE,FALSE,
3,T_02_05.wav,2,bin_lid / bin_pedal,1,1818,bin that you would open with your hand, ,C->S,TRUE,FALSE,
3,T_03_01.wav,3,croc / croc_lilo,1,1972,um a real life alligator, ,C->S,TRUE,FALSE,
3,T_04_05.wav,4,coffee_cup / coffee_saucer,1,1338,coffee not on plate, ,C->S,TRUE,FALSE,
3,T_05_01.wav,5,mirror_wall / mirror_hand,1,1344,mirror on a wall, ,C->S,TRUE,FALSE,
3,T_06_01.wav,6,chair_wooden / chair_baby,1,1549,a wooden chair, ,C->S,TRUE,FALSE,
3,T_07_01.wav,7,lighter_flame / lighter_noflame,1,1549,lighter with a flame, ,C->S,FALSE,FALSE,
3,T_08_01.wav,8,egg_shell / egg_yolk,1,1254,egg in a shell, ,C->S,FALSE,FALSE,
3,T_09_01.wav,9,umbrella_open / umbrella_closed,1,1737,an open umbrella, ,C->S,FALSE,FALSE,
3,T_10_01.wav,10,candle_unused / candle_melted,1,1501,a new candle, ,C->S,FALSE,FALSE,
3,T_11_04.wav,11,knife_kitchen / knife_swiss,1,1489,singlular knife, ,C->S,FALSE,FALSE,
3,T_12_05.wav,12,car_family / car_sports,1,2179,car facing yourself where you can see the two doors completely, ,C->S,FALSE,FALSE,
3,T_13_01.wav,13,carrots / carrots_chopped,0,1892,eh carrots, ,S->C,TRUE,TRUE,
3,T_14_01.wav,14,gun_real / gun_toy,0,1664,em a gun, ,S->C,TRUE,TRUE,
3,T_15_01.wav,15,saddle_horse / saddle_bike,1,1269,horse riding saddle, ,S->C,TRUE,TRUE,
3,T_16_01.wav,16,pad_unlocked / pad_locked,0,1712,a lock, ,S->C,TRUE,TRUE,
3,T_17_01.wav,17,headphones_large / headphones_small,0,1344,headphones, ,S->C,TRUE,TRUE,
3,T_18_01.wav,18,battery_AA / battery_car,0,1337,a battery, ,S->C,TRUE,TRUE,
3,T_19_06.wav,19,wine_glass / wine_red,0,1051,a drinking glass, ,S->C,FALSE,TRUE,
3,T_20_06.wav,20,money_notes / money_coins,1,1497,money notes, ,S->C,FALSE,TRUE,
3,T_21_04.wav,21,boot_foot / boot_car,0,1733,a boot, ,S->C,FALSE,TRUE,
3,T_22_05.wav,22,camera_corder / camera_cctv,0,1650,a camera, ,S->C,FALSE,TRUE,
3,T_23_05.wav,23,guitar_acoustic / guitar_electric,0,1811,a guitar, ,S->C,FALSE,TRUE,
3,T_24_04.wav,24,glove_wooly / glove_boxing,0,1927,a glove, ,S->C,FALSE,TRUE,
3,T_25_01.wav,25,teapot_white / teapot_cosy,0,1112,a teapot , ,S->C,TRUE,FALSE,
3,T_26_05.wav,26,plug / plug_bath,0,1108,plug, ,S->C,TRUE,FALSE,
3,T_27_01.wav,27,saw_hand / saw_electric,0,1673,saw, ,S->C,TRUE,FALSE,
3,T_28_04.wav,28,fan_hand / fan_electric,0,2881,a fan, ,S->C,TRUE,FALSE,
3,T_29_01.wav,29,orange_skin / orange_slice,0,1712,an orange, ,S->C,TRUE,FALSE,
3,T_30_01.wav,30,spade_garden / spade_beach,0,2115,a spade, ,S->C,TRUE,FALSE,
3,T_31_01.wav,31,key_gold / key_car,0,1818,key, ,S->C,FALSE,FALSE,
3,T_32_04.wav,32,helmet / helmet_crash,0,2005,a helmet, ,S->C,FALSE,FALSE,
3,T_33_01.wav,33,bell_hand / bell_bike,0,1257,bell, ,S->C,FALSE,FALSE,
3,T_34_01.wav,34,cheese_block / cheese_blue,0,1196,cheese, ,S->C,FALSE,FALSE,
3,T_35_06.wav,35,nail / nail_finger,0,1991,a nail, ,S->C,FALSE,FALSE,
3,T_36_01.wav,36,vase / vase_flowers,0,2079,a vase, ,S->C,FALSE,FALSE,
3,T_37_01.wav,37,clock_wall / clock_digital,1,1387,a clock that you can see all the numbers, ,C->S,TRUE,TRUE,
3,T_38_01.wav,38,hat_sun / hat_cowboy,0,1721,hat female hat with a bow to the side, ,C->S,TRUE,TRUE,
3,T_39_01.wav,39,pen_ballpoint / pen_nolid,0,1486,pen pen with the lid still on, ,C->S,TRUE,TRUE,
3,T_40_01.wav,40,apple_red / apple_green,1,1995,a red apple, ,C->S,TRUE,TRUE,
3,T_41_01.wav,41,pipe_smoke / pipe_kitchen,1,1570,a pipe that you smoke, ,C->S,TRUE,TRUE,
3,T_42_01.wav,42,bat_animal / bat_baseball,1,2142,a bat thatÕs an animal, ,C->S,TRUE,TRUE,
3,T_43_06.wav,43,horse_animal / horse_rocking,1,1492,a real life horse, ,C->S,FALSE,TRUE,
3,T_44_05.wav,44,tshirt_round / tshirt_vneck,1,1544,a male yellow tshirt, ,C->S,FALSE,TRUE,
3,T_45_06.wav,45,pizza / pizza_slice,1,1045,a full pizza, ,C->S,FALSE,TRUE,
3,T_46_05.wav,46,eye_pupil / I_letter,1,1983,em an eye that's a facial feature, ,C->S,FALSE,TRUE,
3,T_47_04.wav,47,potatoes_skin / potatoes_peeled,1,2159,em potatoes that aren't (cut off but think it was peeled), ,C->S,FALSE,TRUE,
3,T_48_04.wav,48,compmouse / compmouse_wireless,1,2358,um a mouse thatÕs still got a cable attached, ,C->S,FALSE,TRUE,
4,T_01_06.wav,1,bow / Bow_Arrow,1, ,eh the..blue ribbon device, ,C->S,TRUE,TRUE,
4,T_02_04.wav,2,bin_lid / bin_pedal,1, ,it's the upright square section black pedal bin with the hinge lidÉtails off , ,C->S,TRUE,TRUE,
4,T_03_01.wav,3,croc / croc_lilo,0, ,it's a crocodile again (WO?) it's sing/liveit's the real croc not the toy one, ,C->S,TRUE,TRUE,
4,T_04_01.wav,4,coffee_cup / coffee_saucer,1, ,the single coffee cup on it's own (WO?...this goes on but adequately described), ,C->S,TRUE,TRUE,
4,T_05_06.wav,5,mirror_wall / mirror_hand,1, ,the ornate mirror, ,C->S,TRUE,TRUE,
4,T_06_05.wav,6,chair_wooden / chair_baby,1, ,it's the upright wooden kitchen chair, ,C->S,TRUE,TRUE,
4,T_07_01.wav,7,lighter_flame / lighter_noflame,1, ,lit lighter, ,C->S,FALSE,TRUE,
4,T_08_04.wav,8,egg_shell / egg_yolk,1, ,egg in its shell, ,C->S,FALSE,TRUE,
4,T_09_01.wav,9,umbrella_open / umbrella_closed,1, ,the open red umbrella, ,C->S,FALSE,TRUE,
4,T_10_05.wav,10,candle_unused / candle_melted,1, ,unlit candle, ,C->S,FALSE,TRUE,
4,T_11_01.wav,11,knife_kitchen / knife_swiss,1, ,single bladed knife, ,C->S,FALSE,TRUE,
4,T_12_01.wav,12,car_family / car_sports,1, , a small family car..the silver one, ,C->S,FALSE,TRUE,
4,T_13_01.wav,13,carrots / carrots_chopped,1, ,unpeeled carrots, ,C->S,TRUE,FALSE,
4,T_14_01.wav,14,gun_real / gun_toy,1, ,colt 45, ,C->S,TRUE,FALSE,
4,T_15_01.wav,15,saddle_horse / saddle_bike,0, ,the saddle, ,C->S,TRUE,FALSE,
4,T_16_06.wav,16,pad_unlocked / pad_locked,1, ,open padlock, ,C->S,TRUE,FALSE,
4,T_17_01.wav,17,headphones_large / headphones_small,1, ,stereo headphones, ,C->S,TRUE,FALSE,
4,T_18_05.wav,18,battery_AA / battery_car,1, ,itÕs the single cell battery, ,C->S,TRUE,FALSE,
4,T_19_05.wav,19,wine_glass / wine_red,1, ,empty wine glass, ,C->S,FALSE,FALSE,
4,T_20_01.wav,20,money_notes / money_coins,1, ,collection of bank notes, ,C->S,FALSE,FALSE,
4,T_21_05.wav,21,boot_foot / boot_car,1, ,itÕs the patent leather boot, ,C->S,FALSE,FALSE,
4,T_22_04.wav,22,camera_corder / camera_cctv,1, ,high definition video camera, ,C->S,FALSE,FALSE,
4,T_23_01.wav,23,guitar_acoustic / guitar_electric,1, ,the acoustic guitar, ,C->S,FALSE,FALSE,
4,T_24_04.wav,24,glove_wooly / glove_boxing,0, , it's the red gloveÉevening glove, ,C->S,FALSE,FALSE,
4,T_25_06.wav,25,teapot_white / teapot_cosy,1, ,white china teapot, ,S->C,TRUE,TRUE,
4,T_26_05.wav,26,plug / plug_bath,1, ,three pin mains plug, ,S->C,TRUE,TRUE,
4,T_27_04.wav,27,saw_hand / saw_electric,0, ,it's the wood saw, ,S->C,TRUE,TRUE,
4,T_28_04.wav,28,fan_hand / fan_electric,0, ,it's the fan, ,S->C,TRUE,TRUE,
4,T_29_01.wav,29,orange_skin / orange_slice,0, ,an orange, ,S->C,TRUE,TRUE,
4,T_30_01.wav,30,spade_garden / spade_beach,1, ,itÕs a garden spade, ,S->C,TRUE,TRUE,
4,T_31_01.wav,31,key_gold / key_car,1, ,brass single key, ,S->C,FALSE,TRUE,
4,T_32_06.wav,32,helmet / helmet_crash,0, ,the bicycle helmet, ,S->C,FALSE,TRUE,
4,T_33_05.wav,33,bell_hand / bell_bike,1, ,the handheld brass bell, ,S->C,FALSE,TRUE,
4,T_34_01.wav,34,cheese_block / cheese_blue,0, ,and the piece of cheese, ,S->C,FALSE,TRUE,
4,T_35_01.wav,35,nail / nail_finger,1, ,metal nail, ,S->C,FALSE,TRUE,
4,T_36_01.wav,36,vase / vase_flowers,0, ,and it's the glass vase, ,S->C,FALSE,TRUE,
4,T_37_04.wav,37,clock_wall / clock_digital,0, ,eh a white faced clock, ,S->C,TRUE,FALSE,
4,T_38_05.wav,38,hat_sun / hat_cowboy,1, ,eh ladies straw hat, ,S->C,TRUE,FALSE,
4,T_39_01.wav,39,pen_ballpoint / pen_nolid,0, ,blue biro, ,S->C,TRUE,FALSE,
4,T_40_01.wav,40,apple_red / apple_green,1, ,red apple, ,S->C,TRUE,FALSE,
4,T_41_01.wav,41,pipe_smoke / pipe_kitchen,1, ,it's a gentleman's pipe, ,S->C,TRUE,FALSE,
4,T_42_01.wav,42,bat_animal / bat_baseball,0, ,and itÕs thee bat, ,S->C,TRUE,FALSE,
4,T_43_06.wav,43,horse_animal / horse_rocking,1, ,eh prancing horse, ,S->C,FALSE,FALSE,
4,T_44_01.wav,44,tshirt_round / tshirt_vneck,0, ,it's a yellow tshirt, ,S->C,FALSE,FALSE,
4,T_45_06.wav,45,pizza / pizza_slice,0, ,eh pepperoni pizza, ,S->C,FALSE,FALSE,
4,T_46_01.wav,46,eye_pupil / I_letter,1, ,it's a woman's eye in black and white, ,S->C,FALSE,FALSE,
4,T_47_04.wav,47,potatoes_skin / potatoes_peeled,1, ,eh unpeeled potatoes, ,S->C,FALSE,FALSE,
4,T_48_05.wav,48,compmouse / compmouse_wireless,1, ,eh the mouse and usb cable, ,S->C,FALSE,FALSE,
5,T_01_01.wav,1,bow / Bow_Arrow,1,945,present ribbon, ,C->S,FALSE,TRUE,
5,T_02_01.wav,2,bin_lid / bin_pedal,1,1284,the square bin, ,C->S,FALSE,TRUE,
5,T_03_01.wav,3,croc / croc_lilo,1,1455,eh crocodile the real one, ,C->S,FALSE,TRUE,
5,T_04_01.wav,4,coffee_cup / coffee_saucer,1,1386,uh the cup of coffee..on the floor, ,C->S,FALSE,TRUE,
5,T_05_01.wav,5,mirror_wall / mirror_hand,1,1346,the wall mirror, ,C->S,FALSE,TRUE,
5,T_06_01.wav,6,chair_wooden / chair_baby,1,1344,eh wooden chair, ,C->S,FALSE,TRUE,
5,T_07_01.wav,7,lighter_flame / lighter_noflame,1,1575,the lighter with flame, ,C->S,TRUE,FALSE,
5,T_08_05.wav,8,egg_shell / egg_yolk,1,1534,eh the whole egg, ,C->S,TRUE,FALSE,
5,T_09_01.wav,9,umbrella_open / umbrella_closed,1,948,open umbrella, ,C->S,TRUE,FALSE,
5,T_10_06.wav,10,candle_unused / candle_melted,1,1794,the unlit candle, ,C->S,TRUE,FALSE,
5,T_11_05.wav,11,knife_kitchen / knife_swiss,1,1520,the? Chopping knife, ,C->S,TRUE,FALSE,
5,T_12_04.wav,12,car_family / car_sports,1,1376,uh normal car, ,C->S,TRUE,FALSE,
5,T_13_01.wav,13,carrots / carrots_chopped,1,2420,eh the non chopped carrots, ,C->S,FALSE,FALSE,
5,T_14_01.wav,14,gun_real / gun_toy,1,1989,eh the real looking gun, ,C->S,FALSE,FALSE,
5,T_15_01.wav,15,saddle_horse / saddle_bike,1,1339,horse riding saddle, ,C->S,FALSE,FALSE,
5,T_16_01.wav,16,pad_unlocked / pad_locked,1,1874,the open lock, ,C->S,FALSE,FALSE,
5,T_17_01.wav,17,headphones_large / headphones_small,1,1191,em the overhead headphones, ,C->S,FALSE,FALSE,
5,T_18_01.wav,18,battery_AA / battery_car,1,1418,the AA battery, ,C->S,FALSE,FALSE,
5,T_19_06.wav,19,wine_glass / wine_red,0,1415,eh the drinking glass, ,S->C,TRUE,TRUE,
5,T_20_05.wav,20,money_notes / money_coins,0,1303,and the money, ,S->C,TRUE,TRUE,
5,T_21_04.wav,21,boot_foot / boot_car,1,1722, and the leather boot, ,S->C,TRUE,TRUE,
5,T_22_04.wav,22,camera_corder / camera_cctv,1,1731,eh the filming camera , ,S->C,TRUE,TRUE,
5,T_23_01.wav,23,guitar_acoustic / guitar_electric,0,1233,the guitar, ,S->C,TRUE,TRUE,
5,T_24_01.wav,24,glove_wooly / glove_boxing,0,2439,eh the red glove, ,S->C,TRUE,TRUE,
5,T_25_01.wav,25,teapot_white / teapot_cosy,1,1674,eh the white teapot, ,S->C,FALSE,TRUE,
5,T_26_01.wav,26,plug / plug_bath,0,1466,eh the plug, ,S->C,FALSE,TRUE,
5,T_27_01.wav,27,saw_hand / saw_electric,1,1030,hand saw , ,S->C,FALSE,TRUE,
5,T_28_01.wav,28,fan_hand / fan_electric,0,1679,and the fan, ,S->C,FALSE,TRUE,
5,T_29_01.wav,29,orange_skin / orange_slice,0,1343,the orange, ,S->C,FALSE,TRUE,
5,T_30_01.wav,30,spade_garden / spade_beach,0,1344,em a shovel again, ,S->C,FALSE,TRUE,
5,T_31_01.wav,31,key_gold / key_car,0,1201,key, ,S->C,TRUE,FALSE,
5,T_32_06.wav,32,helmet / helmet_crash,0,1181,eh the bicycle helmet, ,S->C,TRUE,FALSE,
5,T_33_01.wav,33,bell_hand / bell_bike,0,1064,bell, ,S->C,TRUE,FALSE,
5,T_34_04.wav,34,cheese_block / cheese_blue,0,1095,block of cheese, ,S->C,TRUE,FALSE,
5,T_35_05.wav,35,nail / nail_finger,1,1654,em a pin, ,S->C,TRUE,FALSE,
5,T_36_06.wav,36,vase / vase_flowers,0,1195,a glass vase, ,S->C,TRUE,FALSE,
5,T_37_01.wav,37,clock_wall / clock_digital,0,1149,a clock, ,S->C,FALSE,FALSE,
5,T_38_01.wav,38,hat_sun / hat_cowboy,0,1428,em a hat, ,S->C,FALSE,FALSE,
5,T_39_01.wav,39,pen_ballpoint / pen_nolid,0,1041,pen, ,S->C,FALSE,FALSE,
5,T_40_01.wav,40,apple_red / apple_green,0,1117,the apple, ,S->C,FALSE,FALSE,
5,T_41_01.wav,41,pipe_smoke / pipe_kitchen,1,1346,em a smoking pipe, ,S->C,FALSE,FALSE,
5,T_42_01.wav,42,bat_animal / bat_baseball,0,1521,the bat, ,S->C,FALSE,FALSE,
5,T_43_04.wav,43,horse_animal / horse_rocking,1,1307,the real horse, ,C->S,TRUE,TRUE,
5,T_44_01.wav,44,tshirt_round / tshirt_vneck,0,1107,a yellow tshirt, ,C->S,TRUE,TRUE,
5,T_45_01.wav,45,pizza / pizza_slice,1,1194,eh a whole pizza, ,C->S,TRUE,TRUE,
5,T_46_06.wav,46,eye_pupil / I_letter,1,1328,the human eye, ,C->S,TRUE,TRUE,
5,T_47_04.wav,47,potatoes_skin / potatoes_peeled,1,1663,em the potatoes with skins on, ,C->S,TRUE,TRUE,
5,T_48_06.wav,48,compmouse / compmouse_wireless,1,1129,em a mouse with a lead again, ,C->S,TRUE,TRUE,
6,T_01_06.wav,1,bow / Bow_Arrow,1,1218,the star for a present, ,S->C,FALSE,TRUE,
6,T_02_06.wav,2,bin_lid / bin_pedal,0,846,the bin, ,S->C,FALSE,TRUE,
6,T_03_04.wav,3,croc / croc_lilo,0,1247,the crocodile, ,S->C,FALSE,TRUE,
6,T_04_05.wav,4,coffee_cup / coffee_saucer,0,1280,the teacup eh sorry with the coffee in it, ,S->C,FALSE,TRUE,
6,T_05_05.wav,5,mirror_wall / mirror_hand,0,1331,the mirror, ,S->C,FALSE,TRUE,
6,T_06_04.wav,6,chair_wooden / chair_baby,0,1398,the chair, ,S->C,FALSE,TRUE,
6,T_07_05.wav,7,lighter_flame / lighter_noflame,0,1614,the lighter, ,S->C,TRUE,FALSE,
6,T_08_01.wav,8,egg_shell / egg_yolk,0,980,the egg, ,S->C,TRUE,FALSE,
6,T_09_01.wav,9,umbrella_open / umbrella_closed,0,1119,the umbrella, ,S->C,TRUE,FALSE,
6,T_10_01.wav,10,candle_unused / candle_melted,0,2044,the candle, ,S->C,TRUE,FALSE,
6,T_11_04.wav,11,knife_kitchen / knife_swiss,0,1020,the knife, ,S->C,TRUE,FALSE,
